start	end	text
589920	594400	machine or this machine or that machine. The entire house is full of all these
594400	601360	things. No space even to breathe. And yet no satisfaction. Craving, craving. My car.
601360	608240	Oh this ordinary car, a tin pot. I must have that model. How about having a
608240	616520	Toyota? And then Toyota comes on. No, no. I must have BWM. And then no, no. I must
616520	622560	have Mercedes Benz. Oh no. I must have Rolls Royce. Oh no. And then not Rolls Royce
622560	627920	of this model or that model. Then latest model, latest model. Not just one, two. A
627920	635840	fleet of Rolls Royce. Still not contented. I must have my own helicopter.
635840	641040	People have their helicopters. I must have helicopter. Alright. Helicopter has
641040	646960	come. Then I must have my aeroplane. My own aeroplane. Aeroplane has come. Now I
646960	654040	want a spacecraft. I must go to the moon. A spacecraft to take me to the moon. Oh
654040	659600	that also is still. I must have a spacecraft to go to the Mars. To this
659600	665400	planet. To that planet. Not that. To this galaxy. That galaxy. Oh sky is the limit.
665400	672680	Even sky is not the limit. No limit. It is a bottomless bucket. You can't fill it.
672680	679120	Because you started getting addicted to craving. You are not craving for an
679120	685200	object. You are craving for the sake of craving. That makes the situation worse
685200	693320	and this is what happens. As you proceed on the path it will become so clear. When
693320	698360	we say somebody is addicted to alcohol or somebody is addicted to drugs. No. It's
698360	704480	wrong. At the surface level, apparent level, it seems to be so. Actually one is
704480	710000	addicted to the sensation. By taking alcohol one feels a kind of sensation and
710000	713920	one wants that sensation again and again. So one has to take alcohol again and
713920	721000	again. One has to take drug again and again. The sensation is so important.
721000	728200	This was the discovery of Buddha. Unless you start learning how to observe your
728200	733400	sensation you cannot come out of any addiction. Addiction of alcohol, addiction
733400	738800	of drug is nothing compared to your addiction of craving. Compared to your
738800	744560	addiction of aversion. So many impurities of the mind. You are addicted to all
744560	748160	those impurities and you keep on repeating them, repeating them, repeating
748160	752160	them because you are addicted to a particular type of sensation. You want
752160	755920	the sensation again and again. You generate certain impurities to get that
755920	759320	sensation. When that is over again you generate the same sensation by
759320	764240	generating this kind of negativity. This has become the habit pattern of the mind.
764240	770440	How to come out of it? Misery is there. But a way to come out of misery is also
770440	778480	there. Observe. Learn how to observe. Whatever is happening you are silent
778480	784320	witness. Don't react like somebody sitting at the bank of the river. The
784320	788640	flow of the river is there. You do nothing for the flow of the river. It's
788640	794560	natural. Sitting at the bank you just observe. This is more than that. A flow
794560	801040	of vibration, sensation throughout the body. You are feeling it. Like a research
801040	809680	scientist in his lab. In a glass tube some chemical is there. He heats up, heats
809680	815280	up some liquid chemical and that gets evaporated. Volatile matter gets
815280	821720	evaporated and that moves in some other tube, gets condensed, comes out as liquid.
821720	827800	He's just observing. Just observing. When it gets evaporated it doesn't start
827800	832680	crying, oh where my chemical went away. When comes back again as a liquid form
832680	837680	it will start dancing. He just understands. But all that understanding
837680	842000	of a scientist is only at the intellectual level. He's not experiencing.
842000	848240	Here you are experiencing the entire physical structure. What is this? How it
848280	854400	is working. The mental structure. The combination of the two. The interaction
854400	859640	of the two. How one is influencing the other. How one gets influenced by the
859640	865200	other. How the mind gets originated because of matter. How the matter gets
865200	869760	originated because of the mind. At times it looks as if matter is changing into
869760	875080	mind. At times it looks as if the mind is changing into matter. All that one is
875080	880480	experiencing and that makes so much difference. Then the wisdom that you get
880480	885880	by this experience is your own wisdom. Not because Buddha said so. Not because
885880	892240	your teacher says so. Not because any scripture says so. The material
892240	899160	structure made of subatomic particles, tiny little kalapas. The entire universe
899160	911440	made of tiny little kalapas. Four basic elements. Earth, water, fire, air and four
911440	917200	characteristic each of them. The entire universe is like that. Entire material
917200	927000	universe is like that. You see things solid. Earth element, liquid, water element.
927000	934600	Air, gaseous, air element and the temperature prevailing everywhere. Fire
934600	943880	element. The snow solid turns into water, gets evaporated as gas and there is
943880	950240	temperature in all the three cases. Similarly in our body also. Bones etc. so
950240	958280	solid. Earth element. Blood etc. water element. Gases etc. air element and the
958280	965360	temperature prevailing. Fire element. But that is not the deeper
965360	972640	level of the reality. The characteristic of each element which you experience at
972640	978960	the sensation level, this is more important. When you talk of earth element
978960	986200	not that you look for a particle of dust in this element. Nothing doing. Water
986200	991440	element. You don't look for a drop of water in it. Nothing doing. What is the
991440	997400	sensation that you feel because of that? Earth element. The entire field of
997400	1005960	weight from the heaviest sensation feeling to the lightest is the
1005960	1018600	characteristic of the earth element. Like pulverized cement dust. Light. It
1018600	1024280	becomes solidified. Becomes heavy. When it is solidified it's rough. When it is
1024280	1030200	pulverized it is fine. Soft. You get sensations like that. Heavy, solidified
1030200	1035320	sensation of one type. Very rough. That gets dissolved and then you have soft.
1035320	1044160	Same earth element but very soft. All the field of weight is the characteristic of
1044160	1050400	the earth element. Similarly the entire field of movement from the little
1050400	1059240	little movement to very big movement is the element of air. The entire field of
1059240	1065960	temperature from the coldest to the hottest is the field of fire element.
1065960	1076240	And the water element. Binding nature. Cohesiveness. The entire structure is
1076240	1082240	within your boundary. It's bound up. This is water element. This is what you
1082240	1087520	experience. All the sensations that you have been experiencing till now and the
1087520	1091360	all the experiences that you will experience in future you have only these
1091360	1095280	four elements manifesting with this sensation or that sensation. At times
1095280	1100200	masses of subatomic particles will arise with the predominance of earth element
1100200	1104080	or with the predominance of water element or with the predominance of air
1104080	1108280	element or with the predominance of fire element. That's all. These four elements
1108280	1119560	are there. A good meditator will not get affected. Oh now masses of kalapas have
1119560	1124800	arisen with earth element. Predominance of earth element. Let me see how long
1124800	1129960	they last. Fire element. Let me see how long they last. Water element. Let me see
1129960	1134200	how long they last. Air element. Let me see how long they last. It does not react.
1134200	1139360	One just observes. And these sensations which are manifestation of different
1139360	1145120	elements they arise. Sooner or later they pass away. They arise. Sooner or later they
1145120	1151200	pass away. It becomes clearer. Clearer. Like a scientist you are exploring the
1151200	1156280	truth the nature of these kalapas and you are also exploring the truth of
1156280	1162040	your mind. How the mind gets influenced. How you understand how these kalapas
1162040	1167520	get originated. How they multiply. How the mind gets influenced by them and how
1167520	1172480	you react and the reaction gets multiplied. All that phenomena becomes so
1172480	1182200	clear. So clear. These kalapas, subatomic particles, how they arise, how they get
1182200	1192480	originated. Four kinds of food you give to them. Two material food and two mental
1192480	1198840	food. Material input and mental input are responsible for the generation of
1198840	1203720	different types of kalapas in your body. And that you will start experiencing as
1203720	1209880	you proceed on the path it will become clearer and clearer. The material food.
1209880	1214920	The food that you take once, twice or three times during the day. What type of
1214920	1220800	material food you have taken. That type of kalapas will start arising with the
1220800	1225600	predominance of this element or that element. For example as you proceed on
1225600	1229320	the path and you become more and more sensitive to your sensations it will
1229320	1235880	become very clear. Say one day you have taken real hot food. Indian hot food. Lot
1235880	1240240	of chilies. And then you sit for meditation after some time. And you get a
1240240	1244720	burning sensation here and a burning sensation here. The fire element. You are
1244720	1248600	given that input and the fire element. The atoms are arising with the
1248600	1255520	predominance of fire element. You have taken very stale food or very greasy food and
1255520	1260800	you sit for meditation. Earth element. You feel so heavy. So heavy here. So what type
1260800	1264600	of food you are taking. You take healthy food your body becomes healthy. You take
1264600	1270640	unhealthy food your body becomes unhealthy. Law of nature. Second input. The
1270640	1276920	material input of the atmosphere around you. Every moment the body keeps on
1276920	1283520	sucking the material atmosphere around. One lives in a cold country, cold climate.
1283520	1289080	One type of body lives in hot country, hot climate. Another type of body. This
1289080	1294440	kind of kalapas get generated because of the atmosphere around. Two other inputs.
1294440	1302920	Mental inputs. The present mind at this moment my mind is generating this
1302920	1309040	particular sankhara. This sankhara, this type with this sankhara, this mind with
1309040	1314640	this sankhara will start generating these atomic kalapas particles with
1314640	1322440	particular type of element. Like at this moment I generate anger. I have generated
1322600	1326400	anger at the mental level but the kalapas that have started generating are
1326400	1333200	kalapas with the predominance of fire burning, burning, burning. Or I generate a
1333200	1339800	fear, fear sankhara and then trembling, trembling, air element, air element. What
1339800	1346280	type of input I am giving at the mental level at this moment. How the mind turns
1346280	1351160	into matter or influences the matter or makes the matter to originate in a
1351160	1359720	particular way. And then the fourth input is your old sankharas. The reality
1359720	1366120	of the mind is every moment it is influenced by the sankhara. The present
1366120	1370440	sankhara either you keep on generating sankhara from moment to moment. You stop
1370440	1374120	generating sankhara as you practice in vipassana. You don't generate any sankhara
1374120	1380160	at this moment. Then your old stop will start coming up on the surface. This is
1380160	1386520	the fruit of your old sankhara. In your daily life also as you get established
1386520	1392360	in the technique it will be very clear. You get something unpleasant happens in
1392360	1397040	your life. Before that something unpleasant happens in the life outside
1397040	1401840	very unpleasant sensation has started in you. And then only something
1401840	1404960	unpleasant happens in the life. Something very pleasant happens in the
1404960	1409360	life a pleasant sensation has started in you. So the fruit first comes as a
1409360	1417240	sensation. The seed was planted as a sensation. Say a seed of anger. My
1417240	1423840	sankhara of anger as I plant the seed of anger I feel so much heat. Fruit of this
1423840	1427720	particular sankhara when it comes up it will come up with the same kind of
1427720	1433920	sensation again heat very much heat. So the sankhara that I am generating now is
1434560	1441160	one input and it creates fire element in the body. And the sankhara of the past if
1441160	1445520	it is a sankhara of anger the fruit of that will again have fire element. Like
1445520	1450120	this the sankhara now or the sankhara past are another two reasons for
1450120	1454480	different kind of kalapas to arise different kind of kalapas to arise. As
1454480	1461320	you keep on observing then you understand that more and more I react to
1461320	1465840	these sensations more and more I generate new sankharas and I create more
1465840	1471640	and more misery for me. And if I stop generating new sankharas then the old
1471640	1477480	ones come on the surface they create a sensation and again I smile at the
1477480	1482160	sensation. This is also impermanent. Let me see how long it lasts. Let me see how
1482160	1487280	long it lasts. It passes away. That means layers of that particular old sankhara
1487280	1491040	has come on the surface and passed away. Chunks after chunks will come on the
1491040	1495800	surface and pass away. You are relieved from that. You are not generating a new
1495800	1500720	sankhara. You are getting liberated from your old stock of the sankharas and the
1500720	1506000	process is such it will take take you to the stage. Everyone who keeps on working
1506000	1511200	working properly of course it takes time. Not that one becomes perfect by taking a
1511200	1514680	10-day course but by 10-day course one understand this is how I have to work
1514680	1518800	and one keeps on working keeps on working ultimately one reaches the stage
1518800	1522880	where there is no more past sankharas left and you don't generate a new
1522880	1529560	sankhara and this is what is called Kheenam Puranam Navam Natya Sambhavam
1529560	1535760	Kheenam Puranam. All the old stock is eradicated now and no new sankhara can
1535760	1540800	be generated. One is a liberated person and this happens by one's own practice.
1540800	1546480	No one else can do that for you. The sankharas that is accumulated is
1546480	1550360	accumulation of your own. You have accumulated them. You are responsible for
1550360	1554920	that. Your ignorance is responsible for that. Slowly you are coming out of that
1554920	1559720	ignorance. You are developing your wisdom, living wisdom, wisdom at the
1559720	1564400	experiential level and you see how the old stock is getting eradicated,
1564400	1570440	eradicated. You are coming nearer and nearer to the final goal. Each individual
1570440	1575920	has to work. No one else can do anything for you. Can only just show the path.
1576840	1584520	Hindrances are there. Difficulties are there. In the language of those days it
1584520	1590400	is called Nivarana, like curtain, thick curtains which won't allow you to see
1590400	1595920	the things behind the curtain. You can't see the reality within you because
1595920	1602160	of these Nivaranas, these obstacles, these barriers. Five big Nivaranas, five
1602160	1608200	big barriers. I call them five big enemies of every meditation, Vipassana
1608200	1617520	meditator. Five big enemies. Two big enemies, craving and aversion. You are
1617520	1622600	meditating to come out of your old habit of craving, to come out of your old habit
1622600	1628480	of aversion. And ignorantly you are meditating. You are meditating and
1628480	1632200	multiplying your craving. You are meditating and multiplying your aversion.
1632200	1635760	You are supposed to come out of craving. You are supposed to come out of
1635760	1639480	misery, of craving. You are supposed to come out of the misery of aversion and
1639480	1643960	look what you started doing. This is because of the old habit pattern of the
1643960	1648480	mind, because of the ignorance, because of these Nivaranas, these two Nivaranas,
1648480	1656240	two barriers. An example how it happens. In a course like this there are many
1656240	1660720	reasons for asking the students, no communication, don't talk with the fellow
1660720	1665000	student. If any problem come and discuss with the assistant teacher or the
1665000	1671440	teacher. But keep on working your own. Keep on working your own. But human mind
1671440	1677200	is human mind. Always inquisitive about others. You get one opportunity and you
1677200	1682480	start talking, hey how about you? How about you? And this person replies, I get a
1682480	1687200	flow of tingling vibrations. Tingling throughout the body? And I didn't get any
1687200	1692080	tingling? And somebody says I got a flow of like electric current throughout the
1692080	1696560	body. Electric current? Wonderful. I didn't get. And when you sit for meditation now,
1696560	1701560	I want tingling sensation. I want electric current or no electric current
1701560	1709160	for me. No tingling sensation for me. And you keep craving, craving, craving. You were
1709160	1713120	here to come out of craving. And in the name of meditation, in the name of
1713120	1719880	Ippassana, I started craving, craving. Craving is craving. Misery. Even if you
1719880	1724920	crave for the final goal, liberation, Nirvana. I want Nibbana, I want Nibbana.
1724920	1730120	You are running in the opposite direction of Nibbana. Nibbana is a stage
1730120	1733920	free from craving. And you are multiplying your craving. How can you
1733920	1739440	reach the stage of free from craving by generating craving? Not possible. So
1739440	1743080	whenever you find this enemy is overpowering you, come out of it as
1743080	1748080	quickly as possible. Don't allow it. Whatever comes about this moment, this
1748080	1752600	sensation or that sensation, even no sensation, doesn't matter. You accept the
1752600	1761080	reality of this moment as it is, as it is. What is not there, you want that. Then
1761120	1765120	again, the same old habit pattern, what is not there, you want that. And that
1765120	1770040	becomes craving. And you start having attachment to this craving. It becomes a
1770040	1777080	big misery for you. Similarly, aversion. An example, you are made to sit for one
1777080	1783520	hour, Adikthana. You can't open your eyes, can't open your legs, you can't open
1783520	1790960	your hands. You somehow manage half an hour. You manage 45 minutes. After that,
1790960	1797240	then the torture starts. Then again, the same human mind inquisitiveness about
1797240	1801720	others. You are not supposed to open your eyes. And still you open a little bit of
1801720	1806800	eye. What is happening to others? Is this pain, I am only suffering with pain or
1806800	1813280	everybody is suffering with pain? You are so curious about others. And you notice at that
1813280	1817480	time everybody is sitting like a statue of Buddha. That means they have got no pain.
1817480	1824160	Only I have got pain. My pain has not gone away. Everybody's pain has gone away. Oh this
1824160	1829640	pain. Then your aversion becomes multiply. Aversion towards this pain. My teacher
1829640	1834160	keeps on saying everything is anicca, anicca, impermanent, impermanent. Maybe
1834160	1840680	true. But this pain is permanent. This is not impermanent. Look, how many times I
1840680	1846560	told you, you are anicca, you are anicca. And still it is not going. This is
1846560	1853520	permanent. This is permanent. Aversion, aversion, aversion. The enemy has overpowered
1853520	1857680	you. You are multiplying aversion. You are here to come out of aversion and you
1857680	1864160	started multiplying the aversion. Another two big enemies. Understand all these
1864160	1871040	enemies, they are defilements, mental defilements, which came in your body, in
1871040	1877520	your mind as guests and then they became owner of the house. They don't want to go
1877520	1882560	out. And when you practice vipashyana they can't stay, they have to go out. Like
1882560	1886600	a switch on light comes on the darkness has to go. You won't have to tell darkness
1886600	1890120	who you go away now. Now there is light. When you practice vipashyana these
1890120	1894840	defilements have to go and they don't want to go. So they give a kick from
1894840	1900200	within. Stop vipashyana. This is not good for me. I don't want to go. You stop vipashyana.
1900200	1906080	Two kinds of kicks are given from within. One big kick is that it will make you
1906080	1911280	so drowsy. You have a sound sleep all right. You sit for meditation you feel so
1911280	1917480	drowsy, so drowsy. A very big enemy is overpowering you. Fight it out. Have
1917480	1921200	heart breathing. If that doesn't work and if it is not that one hour sitting,
1921200	1926240	stand up and meditate with heart breathing. That doesn't work. Get out, walk
1926240	1930280	five minutes or ten minutes, observe your sensation or respiration, come and
1930280	1935160	sit. Keep on fighting this enemy. Otherwise this enemy overpowers you. You
1935160	1942080	can't meditate. Another kick from within. Either this kick will make you very much
1942080	1946840	drowsy or it will make you very much agitated. You feel like doing little bit
1946840	1951080	of this, feel like doing little bit of this, little bit of this, little bit of
1951080	1957240	this, but no meditation. You are in one hour sitting Adikthana and a kick from
1957240	1961820	within. You have taken whole of your body outside and then you realize oh I was in
1961820	1965560	Adikthana. How I came here? A kick from within won't allow you to practice
1965560	1974520	properly. This enemy, dangerous enemy. Another enemy, fifth enemy. Doubt, doubt.
1974520	1980240	All kinds of doubt come in the mind. What is this technique? What sort of
1980240	1984320	technique is this? Observe respiration, observe respiration. Even when I was not
1984320	1988160	observing respiration, it was there all the time. What I gained by observing
1988160	1991520	respiration? Now observing the heat, observing the perspiration. What I'm
1991520	1997760	doing? Have I gone crazy? What kind of meditation? And this doubt will not
1997760	2003640	allow you to work. Another doubt at times, another doubt comes about your teacher.
2003640	2011360	What teacher? I was expecting a great guru from India with capital G. What kind
2011360	2017040	of guru? He doesn't have matted long hair, does not have big mustache or
2017040	2022880	beards, even no shaven head and he has got no bunches of rosaries around his
2022880	2028000	neck, no trademark on his forehead, no paraphernalia of a teacher, no guru. What
2028000	2044880	kind of guru? He doesn't look like freak. He looks like a straight. What guru? No. And he's got no
2044880	2050640	supernatural power. He can't fly in the air. He can't dig dips in the earth. He and his
2050640	2054760	assistant keep on asking, how about you? They should know what, how about you? Why
2054760	2063360	they ask a student? No supernatural power. Doubt. Doubt and you can't work. Third
2063360	2068080	kind of doubts come. Yes, the technique is good because so many people keep
2068080	2072200	coming and they get benefit. They keep coming repeatedly. Certainly it is good.
2072200	2075920	Teacher is also good because so many people listen to him. So perhaps good.
2075920	2082080	Alright. I am not good. I am not fit for this. Doubt about one's own capability. I
2082560	2090960	am not fit. This is not the time for me. And this scene is not for me. I better
2090960	2097200	quit. And one feels like running away. Oh this doubt, doubt, doubt. Any of these
2097200	2102800	three doubts overpowers you and you stop meditating. These five nirvanas, five
2102800	2107520	enemies, be careful. Don't allow them to overpower you and then you will find
2107520	2112480	you are progressing, you are progressing, you are progressing.
2113480	2119520	The technique is wonderful. There is no dogma involved in it. No blind faith
2119520	2125040	involved in it. No cult involved in it. It's pure science of mind and matter. The
2125040	2130760	interaction of mind and matter. How out of ignorance this mind keeps on reacting
2130760	2135360	to these sensations. Keep on generating negativities and because of this
2135400	2139720	negativity more and more this particular type of sensation arises and when that
2139720	2143520	sensation rises you more react with negativity and this vicious circle
2143520	2147520	becomes miserable, more and more miserable. You start observing it. You
2147520	2153600	start coming out of it. Just universal law of nature. Nothing to do with this
2153600	2158520	particular organized religion or that organized religion. Truth is truth.
2158520	2164720	Universal truth. Universal law. Dhamma is universal law. Natural law. And that will
2164720	2170560	become clearer and clearer if you keep on working. The law of nature is such
2170560	2174680	that if you keep on reacting with negativity you are multiplying your
2174680	2180520	misery. You stop this reaction you started coming out of misery and this
2180520	2185400	has worked even in the past. This works now. This will keep on working in future.
2185400	2190040	Even in the past whether there was a Buddha or no Buddha. Buddha says whether
2190040	2194000	I am there or not. Whether somebody becomes an enlightened or not. The law of
2194160	2200360	nature remains the same. It is eternal. All the time when one generates
2200360	2204800	negativity one is bound to suffer. All the time one starts coming out of
2204800	2212120	negativity one starts getting liberated from the misery. A Buddha discovers. This
2212120	2216440	law remains covered. People do not know what is happening. Deep inside how you
2216440	2221480	generate negativity people do not know. The enlightened one's enlightenment is
2221480	2226800	that he goes deep inside and finds out how one keeps on generating negativities
2226800	2231360	to these sensations and keeps on multiplying one's misery. How observing
2231360	2235480	the sensation one can come out of this misery. Come out of the negativity. This
2235480	2240440	is found out by somebody which is there already. The law is there already. And then
2240440	2244360	out of compassion he starts teaching it to others. Giving this technique to
2244360	2249080	others. People follow it and they come out of their misery. This happened to
2249480	2254080	thousands upon thousands of people in the life of the Buddha. And after that
2254080	2259880	also during these 25 centuries whoever practiced got the same benefit. And even
2259880	2264240	in future who will be practicing will get the same benefit. Today anybody is
2264240	2268800	practicing will get the same benefit. The law is law. It is eternal. The same law.
2268800	2278560	The Dharma is eternal. The same law prevails. At the time of Buddha
2278560	2285080	how miserable people came out of their misery. Not because of any miracle or
2285080	2291080	magic of Buddha. The same technique was given. One instance of this person
2291080	2298520	Angulimal. A young man very angry. He had taken a vow that he will kill
2298520	2306680	1,000 human beings. How much anger he has got. And he killed 999 of them and he
2306680	2311920	was looking for the thousandth one. And how to remember how many he has killed.
2311920	2317560	So whomever he kills he cuts the finger and puts a garland around his neck.
2317560	2322440	And keeps on counting how many fingers. And that is why he was called Angulimal.
2322440	2328280	One he is wearing a garland of fingers. When he was looking for the one
2328280	2333520	thousandth person he came across Buddha. Or rather Buddha out of compassion came
2333520	2340840	to him. Just to save him from his misery. No magic. No miracle. Same technique was
2340840	2345480	given to him. And he started realizing that he is a miserable person. Full of
2345480	2350080	misery. And started working on it. And working, working, working he came out of
2350080	2357160	misery. Here is the final goal. A full liberated person. An anaharanth. Full of
2357160	2362640	compassion. Full of love. Full of goodwill for others. And now he goes
2362640	2367480	around from village to village. From countryside to countryside. From city to
2367480	2373840	city. Everywhere people are so miserable. I was so ignorant. Out of my ignorance I
2373840	2377840	had been harming myself. I had been harming others. Like me there are so many
2377840	2381520	who are harming themselves. They are harming others. If they get this wonderful
2381520	2385520	technique certainly they will come out of their misery. Certainly they will come
2385520	2390240	out of their misery. So out of compassion he goes to different places.
2390240	2396120	He teaches this dhamma, this technique to others. Some people recognize him.
2396120	2401040	Although he's become a monk now. He's the same Angulimala who has killed my mother
2401040	2405240	or killed my father or killed my wife or killed my husband or killed my son. Same
2405240	2410520	Angulimala. And out of anger they throw stones at him. They beat him. Blood starts
2410520	2417000	flowing from his body. But from the heart only compassion flows. Oh miserable
2417000	2423320	people. I was also equally miserable. Out of ignorance I was harming myself. I was
2423320	2428100	harming others. See this technique how it helps you. You will come out of all your
2428100	2433920	misery. Give it trial. Give it trial. Full of compassion. The whole life full of
2433920	2440400	compassion. How miserable people came out of their misery so easily. Of course by
2440400	2444600	practicing the technique understanding that this technique alone can take us
2444600	2448840	out from the misery. Unless we come out of our negativities, unless we come out
2448840	2455720	of our sankaras, there is no liberation from misery. A very miserable woman by
2455720	2464720	the name of Kisa Gautami got married and for number of years had no issue and she
2464720	2471120	was craving for a child. After a number of years she got a child. Unfortunately
2471120	2476040	within two years the child died. She had developed so much of attachment to the
2476040	2481840	child and the child died. This sorrow was unbearable for her. She took the dead
2481840	2486080	body corpse of the child to the breast and she won't give it to the people to
2486080	2490720	take to the cremation ground or take to the graveyard. No my child does not die.
2490720	2495400	It is sleeping. Please do something so that he gets awakened. Please do
2495400	2501360	something. And people say no mother he has died and no use expecting that he
2501360	2507440	will wake up. But she has gone totally insane. No I can't give. My son has
2507440	2513240	not died. Has not died. Please do something. Please do something. One wise
2513240	2518680	person told her nobody has got any medicine for this dead body. You may go
2518680	2523000	to Buddha. He has got his meditation center here. You go there. Perhaps he may
2523000	2527880	do something for you. And she went to Buddha. Placed the dead body before his
